rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist
1584,K2-266 d,K2-266,d,2,4,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,157.9356855,0.9372782,47.48286,245.04538,-7.72367,159.24407,14.697,2.93,0.261,8.9,0.028,Mass,2.03,,4285.0,0.7,0.69,-0.823,,4.58,2.79,,,77.5586
1585,K2-266 e,K2-266,e,2,4,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,157.9356855,0.9372782,47.48286,245.04538,-7.72367,159.24407,19.482,2.73,0.244,14.3,0.04499,Mass,2.21,,4285.0,0.7,0.69,-0.823,,4.58,2.79,,,77.5586
1586,K2-268 b,K2-268,b,1,5,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.7094899,11.8482712,32.70262,216.0731,-5.33795,132.7793,2.151676,1.5,0.134,2.86,0.00899,M-R relationship,4.66,,5106.0,0.78,0.84,-0.471,,4.58,2.2994,24.87,,327.783
1587,K2-268 c,K2-268,c,1,5,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.7094899,11.8482712,32.70262,216.0731,-5.33795,132.7793,9.327527,2.69,0.24,7.7,0.0242,M-R relationship,2.17,,5106.0,0.78,0.84,-0.429,,4.58,2.2994,24.87,,327.783
1588,K2-268 d,K2-268,d,1,5,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.7094899,11.8482712,32.70262,216.0731,-5.33795,132.7793,4.528598,1.49,0.133,2.83,0.00889,M-R relationship,4.7,,5106.0,0.78,0.84,-0.471,,4.58,2.2994,24.87,,327.783
1589,K2-268 e,K2-268,e,1,5,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.7094899,11.8482712,32.70262,216.0731,-5.33795,132.7793,6.131243,1.33,0.119,2.33,0.00733,M-R relationship,5.44,,5106.0,0.78,0.84,-0.471,,4.58,2.2994,24.87,,327.783
1590,K2-268 f,K2-268,f,1,5,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.7094899,11.8482712,32.70262,216.0731,-5.33795,132.7793,26.27057,2.23,0.199,5.6,0.0176,M-R relationship,2.77,,5106.0,0.78,0.84,-0.471,,4.58,2.2994,24.87,,327.783
1591,K2-269 b,K2-269,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,130.1551381,13.0146799,30.02227,213.15088,-5.14026,129.10763,4.144965,1.57,0.14,3.09,0.00972,M-R relationship,4.39,,6209.0,1.45,1.16,0.468,,4.18,1.13,,,360.76
1592,K2-27 b,K2-27,b,3,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,171.5151874,1.2306237,56.98688,261.02749,-2.23354,171.71716,6.771315,4.48,0.4,30.9,0.09722,Mass,1.87,,5248.0,0.89,0.87,-0.27,10.3,4.48,2.04,,2.3,249.645
1593,K2-270 b,K2-270,b,1,2,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,131.2665588,13.5497322,31.22796,213.091,-4.34206,130.01584,1.543069,1.38,0.123,2.48,0.0078,M-R relationship,5.19,,4877.0,0.77,0.85,-0.558,,4.59,1.88623,,,280.518
1594,K2-270 c,K2-270,c,1,2,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,131.2665588,13.5497322,31.22796,213.091,-4.34206,130.01584,4.400028,2.95,0.263,9.01,0.0283,M-R relationship,1.93,,4877.0,0.77,0.85,-0.518,,4.59,1.88623,,,280.518
1595,K2-271 b,K2-271,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,125.2239144,16.0907958,26.8561,207.78938,-3.32077,123.71439,8.562421,7.28,0.649,41.8,0.131,M-R relationship,0.595,,5644.0,0.99,0.83,-0.05,,4.37,2.284,,,564.454
1596,K2-272 b,K2-272,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,132.6211743,17.5423852,33.9644,209.30743,-0.14617,130.21122,14.4536756,3.13,0.279,9.96,0.0313,M-R relationship,1.78,,5397.0,0.83,0.86,-0.302,,4.53,2.577,,,423.065
1597,K2-273 b,K2-273,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,129.7768928,19.0100046,31.96885,206.52056,0.5626,127.22032,11.7195663,3.05,0.272,9.53,0.03,M-R relationship,1.85,,5161.0,0.85,0.89,-0.353,,4.53,0.037,,,308.105
1598,K2-274 b,K2-274,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,129.2823699,20.3992512,32.01486,204.79384,1.78867,126.41796,14.1330314,2.08,0.186,4.98,0.0157,M-R relationship,3.04,,5044.0,0.7,0.79,-0.509,,4.64,2.98894,,,228.327
1599,K2-275 b,K2-275,b,1,2,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,132.1698795,20.4550162,34.58078,205.82396,2.54522,129.01842,3.2809626,2.34,0.209,6.08,0.0191,M-R relationship,2.61,,4841.0,0.69,0.77,-0.593,,4.65,2.73722,,,123.438
1600,K2-275 c,K2-275,c,1,2,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,132.1698795,20.4550162,34.58078,205.82396,2.54522,129.01842,8.4388385,2.21,0.197,5.52,0.0174,M-R relationship,2.81,,4841.0,0.69,0.77,-0.593,,4.65,2.73722,,,123.438
1601,K2-276 b,K2-276,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,125.9528309,22.6339399,29.84642,201.1281,3.20363,122.86709,18.718269,3.77,0.336,13.7,0.043,M-R relationship,1.4,,5139.0,0.85,0.82,-0.405,,4.49,0.505,,,488.152
1602,K2-277 b,K2-277,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,202.0161895,-15.9379749,46.02638,315.66347,-6.23204,206.26332,6.326763,2.07,0.185,4.94,0.0155,M-R relationship,3.06,,5741.0,0.97,1.02,-0.052,,4.48,6.936,,,113.123
1603,K2-278 b,K2-278,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,203.3018653,-14.5041057,47.15133,317.88455,-4.44182,206.89057,3.334966,2.98,0.266,9.17,0.0288,M-R relationship,1.9,,6747.0,1.61,1.4,0.399,,4.17,0.413,,,786.439
1604,K2-279 b,K2-279,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,204.7792935,-6.0417592,54.88181,323.85074,3.96941,205.16518,7.122605,1.21,0.108,1.92,0.00606,M-R relationship,5.96,,5558.0,0.86,0.79,-0.205,,4.46,1.13,,,182.983
1605,K2-28 b,K2-28,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,335.6233145,-7.9563525,-49.89439,54.4554,2.0401,334.50552,2.260455,2.32,0.207,5.99,0.0189,M-R relationship,2.64,M4,3214.0,0.29,0.26,-1.94,,4.93,15.2,,,62.9969
1606,K2-280 b,K2-280,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,291.5953596,-22.2477071,-17.32247,16.32379,-0.2892,289.91288,19.89526,7.5,0.669,37.1,0.11673,Mass,0.48,,5500.0,1.28,1.03,0.14,8.96,4.21,0.8,,3.0,391.537
1607,K2-281 b,K2-281,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.2274724,7.2692169,-55.44818,128.82965,0.33372,17.7343,8.687721,8.18,0.73,50.9,0.16,M-R relationship,0.511,,4812.0,0.76,0.82,-0.647,,4.59,4.354,,,458.139
1608,K2-282 b,K2-282,b,1,2,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.4321524,7.9952914,-54.87207,123.91754,2.06947,15.4555,4.169783,2.5,0.223,6.8,0.0214,M-R relationship,2.39,,5499.0,1.0,0.95,-0.215,,4.5,1.442,,,496.289
1609,K2-283 b,K2-283,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.1943679,9.6929181,-53.1774,123.48272,3.72545,15.8975,1.921036,3.52,0.314,12.2,0.0383,M-R relationship,1.54,,5060.0,0.82,0.89,-0.524,,4.56,2.861,,,402.915
1610,K2-284 b,K2-284,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,79.1407971,20.2549034,-10.25307,183.72406,-2.80098,79.80354,4.795069,2.78,0.248,8.15,0.0256,M-R relationship,2.08,,4140.0,0.61,0.63,-1.013,0.12,4.67,3.91,8.88,3.54,107.272
1611,K2-285 b,K2-285,b,1,4,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,349.3843458,1.3001522,-53.68469,80.67491,5.39821,350.75081,3.471745,2.59,0.231,9.68,0.03046,Mass,3.07,K2 V,4975.0,0.79,0.83,-0.422,,4.4,2.512,,3.9,154.961
1612,K2-285 c,K2-285,c,1,4,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,349.3843458,1.3001522,-53.68469,80.67491,5.39821,350.75081,7.138048,3.53,0.315,15.68,0.04933,Mass,1.95,K2 V,4975.0,0.79,0.83,-0.422,,4.4,2.512,,3.9,154.961
1613,K2-285 d,K2-285,d,1,4,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,349.3843458,1.3001522,-53.68469,80.67491,5.39821,350.75081,10.45582,2.48,0.221,6.5,0.02045,Mass,,K2 V,4975.0,0.79,0.83,-0.422,,4.4,2.512,,3.9,154.961
1614,K2-285 e,K2-285,e,1,4,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,349.3843458,1.3001522,-53.68469,80.67491,5.39821,350.75081,14.76289,1.95,0.174,10.7,0.03367,Mass,,K2 V,4975.0,0.79,0.83,-0.422,,4.4,2.512,,3.9,154.961
1615,K2-286 b,K2-286,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,233.3698192,-16.7737113,31.08201,349.50145,2.34158,235.12456,27.359,2.1,0.187,5.06,0.0159,M-R relationship,3.0,M0 V,3926.0,0.62,0.64,-1.046,,4.7,3.41329,23.8,,76.1486
1616,K2-287 b,K2-287,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,233.0743401,-22.3583447,27.06963,345.04347,-3.14854,236.18525,14.893291,9.494,0.847,100.11645,0.315,Mass,0.643,,5695.0,1.07,1.06,-0.108,4.5,4.4,1.217,,3.2,158.335
1617,K2-288 B b,K2-288 B,b,2,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,55.4442857,18.2684913,-28.64052,169.99958,-1.34567,57.39635,31.393463,1.9,0.17,4.27,0.0134,M-R relationship,3.42,M3 V,3341.0,0.32,0.33,-1.93,1.0,4.96,14.2,,,65.6138
1618,K2-289 b,K2-289,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,246.6429443,-15.7925384,22.45095,0.07234,5.83698,247.44653,13.156969,9.1,0.812,61.0,0.192,M-R relationship,0.445,,5529.0,1.03,0.95,-0.505,,4.39,1.24,,,274.3
1619,K2-29 b,K2-29,b,2,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,62.670422,24.4016558,-19.5504,170.51373,3.28079,65.23834,3.2588321,13.339,1.19,232.0159,0.73,Mass,0.53,G7 V,5358.0,0.86,0.94,-0.295,2.6,4.54,2.9,10.79,3.7,178.475
1620,K2-290 b,K2-290,b,3,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,234.8578846,-20.1988975,27.59946,348.05236,-0.66005,237.29599,9.21165,3.06,0.273,10.9,0.0343,Mass,4.1,,6302.0,1.51,1.19,0.42,4.0,4.23,0.485,6.63,6.5,272.909
1621,K2-290 c,K2-290,c,3,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,234.8578846,-20.1988975,27.59946,348.05236,-0.66005,237.29599,48.36685,11.276,1.006,246.00042,0.774,Mass,1.01,,6302.0,1.51,1.19,0.42,4.0,4.23,0.485,6.63,6.5,272.909
1622,K2-291 b,K2-291,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,76.44594,21.548199,-11.58155,181.1789,-1.30047,77.40225,2.225177,1.589,0.142,6.49,0.02042,Mass,8.84,,5520.0,0.9,0.93,-0.166,3.72,4.5,1.77,,2.0,90.0562
1623,K2-292 b,K2-292,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,205.3758786,-9.9460704,50.98859,322.75465,0.54081,207.12586,16.9841,2.63,0.235,24.5,0.07709,Mass,7.4,G3 V,5725.0,1.09,1.0,0.093,6.8,4.33,1.14,,4.6,114.293
1624,K2-293 b,K2-293,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,351.6064952,-6.0279068,-60.78063,75.33161,-2.21244,349.91239,13.1225,2.45,0.219,6.57,0.0207,M-R relationship,2.45,,5532.0,0.95,0.96,-0.18,,4.52,1.68821,,,392.251
1625,K2-294 b,K2-294,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,352.0516724,-7.6037856,-62.24683,73.80612,-3.83493,349.69692,2.50387,1.66,0.148,3.39,0.0107,M-R relationship,4.07,,5612.0,1.2,0.99,0.088,,4.2,0.8926,,,373.078
1626,K2-295 b,K2-295,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.6101417,6.8167277,-55.43141,134.80295,-1.35564,20.6707,4.024867,10.054,0.897,106.47305,0.335,Mass,0.612,K5 V,4444.0,0.7,0.74,-0.716,,4.63,3.043,,2.2,232.801
1627,K2-3 b,K2-3,b,1,3,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,10.0546535,2.078,0.185,5.11,0.01608,Mass,3.11,M V,3844.0,0.55,0.55,-1.231,6.9,4.7,4.78,40.71,,44.0727
1628,K2-3 c,K2-3,c,1,3,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,24.646729,1.582,0.141,2.68,0.00843,Mass,3.7,M V,3844.0,0.55,0.55,-1.231,6.9,4.7,4.78,40.71,,44.0727
1629,K2-3 d,K2-3,d,1,3,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,44.55603,1.458,0.13,2.2,0.00692,Mass,17.5,M V,3844.0,0.55,0.55,-1.231,6.9,4.7,4.78,40.71,,44.0727
1630,K2-30 b,K2-30,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,52.3420548,22.2993491,-27.54962,164.50146,3.25479,55.51261,4.098503,11.646,1.039,184.02357,0.579,Mass,0.64,G6 V,5425.0,0.84,0.9,-0.256,3.9,4.54,2.11,,1.4,333.042
1631,K2-308 b,K2-308,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,78.3391194,16.4141986,-13.02961,186.5429,-6.57068,78.74188,3.38628,9.916,0.884,70.6,0.222,M-R relationship,0.398,,6100.0,1.24,1.09,0.283,,3.94,,,29.0,1314.53
1632,K2-31 b,K2-31,b,2,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,245.4405531,-23.548273,18.27513,352.99471,-1.99957,247.58459,1.25785,11.882,1.06,563.83042,1.774,Mass,1.85,G7 V,5280.0,0.78,0.91,-0.11,,4.6,1.19289,18.38,2.6,110.527
1633,K2-312 c,HD 80653,c,1,2,Radial Velocity,2023,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,140.3390845,14.3678691,39.62439,216.49965,-1.0467,138.23096,921.2,12.8,1.14,1719.45168,5.41,Msini,4.51,G2,5959.0,1.22,1.18,0.232,2.67,4.34,0.9,19.55,,109.86
1634,K2-315 b,K2-315,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,228.0210932,-20.1081634,31.76781,342.43152,-2.16314,231.05402,3.1443189,0.95,0.085,0.809,0.00254,M-R relationship,5.18,M(3.5+/-0.5) V,3300.0,0.2,0.17,-2.387,1.0,5.09,32.6,,5.0,56.9686
1635,K2-316 b,K2-316,b,1,2,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,233.6247336,-23.2594663,26.05405,344.82551,-3.90309,236.89375,1.133,1.33,0.119,2.33,0.00733,M-R relationship,5.44,,3436.0,0.38,0.41,-1.83,,4.89,10.82654,,,112.486
1636,K2-316 c,K2-316,c,1,2,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,233.6247336,-23.2594663,26.05405,344.82551,-3.90309,236.89375,5.26,1.83,0.163,4.01,0.0126,M-R relationship,3.6,,3436.0,0.38,0.41,-1.83,,4.89,10.82654,,,112.486
1637,K2-317 b,K2-317,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,228.6188638,-21.0227209,30.70086,342.3074,-2.89688,231.83663,6.22,2.93,0.261,8.91,0.028,M-R relationship,1.95,,3387.0,0.38,0.4,-1.871,,4.89,11.58286,,,176.291
1638,K2-318 b,K2-318,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,232.4461375,-17.557463,31.08939,348.12324,1.36891,234.45559,7.01,1.66,0.148,3.39,0.0107,M-R relationship,4.07,,3851.0,0.55,0.56,-1.277,,4.7,4.49344,,,147.866
1639,K2-319 b,K2-319,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,166.8010058,3.0399357,55.3433,252.451,-2.40955,166.66985,26.68,2.79,0.249,8.2,0.0258,M-R relationship,2.07,,5440.0,0.9,0.95,-0.237,,4.51,1.62082,,,209.071
1640,K2-32 b,K2-32,b,2,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,252.426008,-19.5430504,15.80164,0.54581,2.89203,253.44293,8.992,5.299,0.473,15.0,0.0472,Mass,0.55,G9 V,5271.0,0.86,0.83,-0.296,7.9,4.49,1.83277,,0.7,157.682
1641,K2-32 c,K2-32,c,2,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,252.426008,-19.5430504,15.80164,0.54581,2.89203,253.44293,20.66093,3.134,0.28,8.1,0.02549,Mass,1.43,G9 V,5271.0,0.86,0.83,-0.488,7.9,4.49,1.83277,,0.7,157.682
1642,K2-32 d,K2-32,d,2,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,252.426008,-19.5430504,15.80164,0.54581,2.89203,253.44293,31.71701,3.484,0.311,6.7,0.02108,Mass,0.87,G9 V,5271.0,0.86,0.83,-0.488,7.9,4.49,1.83277,,0.7,157.682
1643,K2-32 e,K2-32,e,2,4,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,252.426008,-19.5430504,15.80164,0.54581,2.89203,253.44293,4.34934,1.212,0.108,2.1,0.00661,Mass,6.3,G9 V,5271.0,0.86,0.83,-0.488,7.9,4.49,1.83277,,0.7,157.682
1644,K2-320 b,K2-320,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,163.2519122,5.3064776,54.35434,245.35216,-1.67798,162.52838,1.995,2.62,0.234,7.37,0.0232,M-R relationship,2.25,,3157.0,0.3,0.12,-2.125,,4.55,16.90184,,,108.74
1645,K2-321 b,K2-321,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,156.4054989,2.5138829,47.32067,241.80874,-6.82396,157.22394,2.298,1.95,0.174,4.46,0.014,M-R relationship,3.31,,3855.0,0.58,0.6,-1.254,,4.68,3.97279,,,77.6888
1646,K2-322 b,K2-322,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,156.6226981,4.7640203,48.87164,239.34592,-4.65108,156.59733,8.205,1.92,0.171,4.35,0.0137,M-R relationship,3.38,,4141.0,0.6,0.63,-1.039,,4.68,3.57867,,,123.415
1647,K2-323 b,K2-323,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,159.4209874,6.2858689,52.01163,240.07252,-2.20776,158.62684,24.93,2.1,0.187,5.06,0.0159,M-R relationship,3.0,,3710.0,0.55,0.48,-1.339,,4.63,4.86477,,,118.318
1648,K2-324 b,K2-324,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,157.6222171,6.8636732,50.91389,237.62638,-2.33299,156.75152,3.262,2.43,0.217,6.48,0.0204,M-R relationship,2.48,,3752.0,0.51,0.52,-1.333,,4.74,5.31375,,,136.667
1649,K2-325 b,K2-325,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,353.9169507,-7.6867213,-63.53633,76.71995,-4.64293,351.36634,6.93,2.2,0.196,5.48,0.0172,M-R relationship,2.83,,3287.0,0.3,0.27,-2.048,,4.84,14.63907,,,111.638
1650,K2-326 b,K2-326,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,351.612262,1.3375909,-54.94703,83.82219,4.55554,352.82074,1.256,2.28,0.203,5.82,0.0183,M-R relationship,2.7,,3924.0,0.69,0.51,-0.978,,4.46,2.80726,,,282.308
1651,K2-329 b,K2-329,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,351.1353785,-5.1641451,-59.8217,75.76637,-1.23386,349.82115,12.4551225,8.676,0.774,82.6358,0.26,Mass,0.694,,5282.0,0.82,0.9,-0.325,1.8,4.57,2.3,,1.9,233.237
1652,K2-33 b,K2-33,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,242.5613635,-19.3193831,23.10048,354.42038,1.6971,244.20822,5.424865,5.04,0.45,1175.971,3.7,Mass,,M3.3,3540.0,1.05,0.56,-0.824,0.009,4.06,0.72,6.29,8.2,139.268
1653,K2-330 b,K2-330,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,126.8968265,11.6674131,26.567,213.0547,-7.23815,126.34456,13.774798,2.77,0.247,8.1,0.0255,M-R relationship,2.09,,6232.0,1.5,1.23,0.477,,4.18,0.54293,,,160.125
1654,K2-331 b,K2-331,b,1,2,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,132.7376431,13.170269,32.3837,214.18022,-4.3257,131.50071,9.398977,1.79,0.16,3.86,0.0121,M-R relationship,3.7,,5994.0,1.06,1.1,0.059,,4.43,1.2267,9.98,,211.43
1655,K2-331 c,K2-331,c,1,2,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,132.7376431,13.170269,32.3837,214.18022,-4.3257,131.50071,22.996591,2.72,0.243,7.85,0.0247,M-R relationship,2.14,,5994.0,1.06,1.1,0.059,,4.43,1.2267,9.98,,211.43
1656,K2-332 b,K2-332,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,135.8832666,14.2504994,35.6162,214.46699,-2.43763,134.13996,17.70632,2.2,0.196,5.48,0.0172,M-R relationship,2.83,,3315.0,0.28,0.27,-2.065,,4.97,15.36316,31.71,,123.202
1657,K2-333 b,K2-333,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,136.7892752,15.2056765,36.79663,213.80335,-1.27063,134.70439,14.759287,6.18,0.551,31.6,0.0995,M-R relationship,0.736,,5880.0,1.22,1.06,0.165,,4.29,0.84483,,,343.99
1658,K2-334 b,K2-334,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,136.4894259,16.3255146,36.95589,212.37147,-0.28211,134.1042,5.113981,5.65,0.504,27.2,0.0854,M-R relationship,0.829,,6502.0,1.49,1.36,0.514,,4.22,0.50901,,,371.823
1659,K2-335 b,K2-335,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,129.3896679,16.5220648,30.71655,209.07458,-1.93754,127.49438,12.283211,2.21,0.197,5.52,0.0174,M-R relationship,2.81,,6222.0,1.33,1.23,0.395,,4.28,0.72338,,,557.993
1660,K2-336 b,K2-336,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.8382032,16.7940663,34.7715,210.66771,-0.54937,131.53393,21.194733,1.22,0.109,1.98,0.00624,M-R relationship,5.99,,5424.0,0.8,0.86,-0.345,,4.56,2.52537,,,239.289
1661,K2-337 b,K2-337,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,127.761137,16.9004702,29.41388,207.9912,-1.95805,125.88859,16.273563,2.62,0.234,7.37,0.0232,M-R relationship,2.25,,5869.0,1.32,0.94,0.25,,4.17,0.76365,,,421.636
1662,K2-338 b,K2-338,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,124.3609294,17.0241557,26.44954,206.47017,-2.59984,122.69535,3.850614,1.03,0.092,1.08,0.0034,M-R relationship,5.43,,4558.0,0.63,0.66,-0.836,,4.65,4.05036,,,156.951
1663,K2-339 b,K2-339,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,130.082542,18.6929046,32.12682,206.9914,0.32987,127.58096,19.507428,1.92,0.171,4.35,0.0137,M-R relationship,3.38,,4857.0,0.72,0.74,-0.652,,4.59,2.84869,11.13,,360.36
1664,K2-34 b,K2-34,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,127.5787231,22.2359194,31.13427,202.13873,3.17545,124.42388,2.9956348,13.75,1.227,539.67534,1.698,Mass,0.94,F,6168.0,1.42,1.16,0.4,2.88,4.2,0.675,,6.31,348.646
1665,K2-340 b,K2-340,b,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,127.9373409,19.0745863,30.36616,205.72851,0.1912,125.5203,29.740451,3.36,0.3,11.2,0.0354,M-R relationship,1.62,,5532.0,1.13,0.93,-0.002,,4.3,0.98178,,,738.136
1666,K2-341 b,K2-341,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,130.4971951,19.9166357,32.92129,205.79387,1.61308,127.64431,36.552551,3.21,0.286,10.4,0.0327,M-R relationship,1.73,,5817.0,1.16,0.98,0.126,,4.3,1.05533,,,421.408
1667,K2-342 b,K2-342,b,1,1,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,133.1218996,21.2386816,35.67859,205.27646,3.5399,129.66454,11.561052,2.03,0.181,4.78,0.015,M-R relationship,3.14,,5920.0,1.09,1.01,0.093,,4.36,1.24102,,,208.357
1668,K2-343 b,K2-343,b,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,134.2021746,21.5026882,36.71614,205.36595,4.07059,130.561,2.787174,1.65,0.147,3.36,0.0106,M-R relationship,4.11,,3804.0,0.46,0.49,-1.439,,4.8,6.02835,,,166.169
